TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Virginia Tech,ACC,32,13,106.1,105.2,0.5263,51.2,52.3,20.1,16.2,31.0,29.2,30.8,31.8,50.3,54.6,35.0,32.6,65.4,-9.3,,,2022
Loyola Marymount,WCC,32,17,104.4,103.6,0.5206,50.2,48.5,15.2,15.7,22.8,30.9,29.0,28.9,50.6,49.0,33.1,31.8,67.3,-6.9,,,2022
Nicholls St.,Slnd,33,20,106.3,105.6,0.5179,48.1,48.1,15.3,16.7,30.6,31.5,33.1,35.9,45.6,49.9,35.0,30.1,68.4,-7.0,,,2022
Murray St.,MVC,33,16,105.3,104.7,0.517,49.3,51.2,16.9,17.3,29.1,26.4,41.2,35.5,48.6,52.6,33.6,32.1,64.9,-10.1,,,2022
Lamar,Slnd,33,20,102.3,101.7,0.5161,47.2,47.6,19.0,17.7,35.5,31.8,29.0,34.8,44.3,47.9,35.6,31.4,65.5,-6.9,,,2022
UC Santa Barbara,BW,34,21,108.5,108.0,0.5135,54.6,48.9,18.2,17.2,27.5,29.2,29.7,32.0,52.4,50.5,38.1,30.8,65.5,-8.1,,,2022
Bryant  ,AE,35,23,106.0,105.5,0.5129,50.7,47.8,16.3,16.4,33.8,29.5,29.9,30.0,51.3,47.3,33.0,32.5,72.6,-7.0,,,2022
Milwaukee,Horz,32,21,106.8,106.3,0.5125,51.4,51.5,19.4,18.3,39.8,26.6,38.0,32.4,53.1,52.2,31.9,33.6,68.9,-6.7,,,2022
Radford,BSth,33,20,110.0,109.5,0.5123,51.1,51.0,17.7,16.5,33.8,30.0,41.3,37.0,49.9,49.3,35.6,35.8,63.2,-7.2,,,2022
James Madison,SB,32,20,110.6,110.3,0.5077,50.7,50.9,15.8,15.6,32.0,30.5,30.4,33.4,50.0,49.6,34.3,35.5,65.2,-7.3,,,2022
Sam Houston St.,CUSA,32,13,110.7,110.5,0.507,51.0,53.1,18.3,17.2,30.3,32.2,36.3,33.2,46.9,52.3,38.3,36.2,68.0,-11.7,,,2022
Cleveland St.,Horz,36,23,104.3,104.1,0.5053,49.5,51.2,18.0,21.9,34.5,33.6,30.8,38.9,49.8,50.3,32.6,35.0,65.8,-7.4,,,2022
San Jose St.,MWC,35,15,106.6,106.6,0.4999,50.3,52.0,17.2,16.7,26.8,32.1,31.8,28.4,48.6,54.2,35.3,31.9,66.6,-10.3,,,2022
Charleston,CAA,33,24,105.3,105.3,0.4993,52.4,50.1,16.2,16.4,26.5,28.3,34.6,26.5,51.8,51.4,35.5,32.1,70.5,-4.5,,,2022
Temple,Amer,32,17,110.5,110.6,0.4965,49.9,50.6,15.7,15.1,32.0,31.2,45.2,36.4,48.2,51.0,35.8,33.3,69.0,-9.5,,,2022
Cal Baptist,WAC,32,17,104.9,105.1,0.4951,48.3,50.1,17.7,18.1,33.3,29.6,29.7,33.4,48.6,50.3,31.7,33.2,66.1,-9.7,,,2022
Western Kentucky,CUSA,32,17,103.2,103.5,0.4931,47.9,47.4,15.5,17.0,23.5,28.1,32.1,40.6,48.0,48.7,31.7,30.5,72.1,-8.2,,,2022
Rhode Island,A10,31,18,107.7,108.1,0.4889,52.8,49.3,17.9,16.0,28.3,28.6,41.1,30.8,53.3,50.6,34.6,31.5,70.6,-7.9,,,2022
Purdue Fort Wayne,Horz,32,19,108.0,108.5,0.4865,54.7,53.3,13.8,20.1,22.0,32.8,29.1,30.0,54.0,56.2,37.1,32.6,69.9,-8.2,,,2022
Appalachian St.,SB,31,17,100.7,101.2,0.4852,49.6,46.1,16.9,14.8,27.6,29.6,35.1,22.2,48.7,47.0,34.0,29.8,63.4,-9.3,,,2022
Marshall,SB,33,20,106.0,106.7,0.4827,49.9,49.3,16.5,16.8,33.0,29.6,34.8,40.9,51.0,49.7,32.3,32.2,68.9,-8.6,,,2022
Winthrop,BSth,34,23,107.5,108.2,0.4827,53.3,51.4,17.7,18.7,31.2,31.5,47.7,37.1,55.0,50.6,33.8,35.2,72.9,-6.2,,,2022
East Tennessee St.,SC,32,19,105.0,105.7,0.4813,50.3,50.3,16.1,18.9,35.7,29.8,33.2,34.3,48.9,49.5,34.7,34.2,65.3,-9.1,,,2022
Towson,CAA,33,22,106.3,107.0,0.4803,47.9,50.8,14.5,17.3,35.3,28.0,28.4,30.7,46.7,50.7,33.4,34.1,63.8,-5.8,,,2022
UC Riverside,BW,34,21,109.6,110.4,0.4794,49.4,52.2,16.0,15.6,32.1,28.8,28.0,33.1,48.8,51.7,33.5,35.3,67.3,-4.7,,,2022
UNC Greensboro,SC,32,20,105.4,106.2,0.4779,50.7,47.8,15.3,16.4,31.1,30.1,29.8,34.0,48.0,48.7,36.2,31.0,64.0,-7.5,,,2022
Southern Illinois,MVC,33,14,106.5,107.8,0.4663,51.6,52.6,18.3,15.2,30.3,28.0,34.2,33.7,51.0,51.5,35.1,36.1,68.1,-12.5,,,2022
Dartmouth,Ivy,28,14,100.6,101.9,0.4633,50.3,49.1,16.2,13.8,22.8,24.9,30.3,23.2,49.8,52.1,33.9,29.6,71.0,-10.6,,,2022
Boston College,ACC,31,12,105.0,106.5,0.4599,48.9,51.9,17.3,15.5,28.8,30.0,31.5,37.1,47.5,51.3,34.5,35.2,67.0,-10.0,,,2022
Rice,Amer,32,13,106.4,108.0,0.4583,48.6,47.8,17.8,14.0,33.7,29.6,43.3,35.9,47.8,47.5,33.2,32.1,65.7,-14.0,,,2022
Ohio,MAC,32,16,106.8,108.5,0.4559,53.4,52.3,14.9,17.8,23.9,29.0,33.5,36.4,53.9,50.4,35.0,37.6,70.6,-11.6,,,2022
Drexel,CAA,33,18,104.0,105.8,0.4522,52.2,47.8,18.6,14.4,33.0,30.1,24.2,28.2,51.9,48.1,35.0,31.6,63.2,-11.6,,,2022
Florida Gulf Coast,ASun,34,19,106.6,108.5,0.4486,53.6,50.2,16.2,14.1,30.0,26.4,23.2,29.6,53.9,48.2,35.5,35.2,65.5,-9.3,,,2022
UTSA,Amer,31,12,107.1,109.1,0.4477,49.7,53.3,15.7,20.6,27.0,35.5,29.0,43.9,46.1,53.2,36.1,35.7,70.0,-12.6,,,2022
Oakland,Horz,34,16,106.7,108.7,0.4469,50.1,51.4,18.0,16.2,34.1,32.6,31.7,27.8,53.2,49.7,30.6,35.9,63.9,-10.8,,,2022
South Carolina St.,MEAC,33,20,102.6,104.6,0.4467,50.8,50.1,19.9,22.8,35.7,32.7,42.9,47.0,50.2,51.8,34.7,31.1,69.4,-9.2,,,2022
Miami FL,ACC,31,7,112.6,114.7,0.4463,51.9,57.4,16.0,15.0,28.2,30.8,26.4,28.8,55.1,55.9,31.3,39.7,67.7,-13.5,,,2022
Eastern Kentucky,ASun,32,18,109.3,111.4,0.4457,49.7,52.6,13.8,17.8,32.4,33.2,26.0,31.8,47.7,52.1,34.9,35.5,67.8,-8.8,,,2022
Montana St.,BSky,33,15,104.9,107.0,0.4429,52.8,48.8,15.1,15.3,20.7,29.4,31.9,31.9,53.8,50.6,34.3,29.8,66.2,-11.9,,,2022
East Carolina,Amer,33,19,106.5,108.7,0.4424,48.4,51.7,15.6,17.4,33.8,31.2,35.2,31.6,49.3,48.5,31.2,38.4,66.7,-8.9,,,2022
Cal Poly,BW,35,16,108.9,111.1,0.4412,55.2,53.2,20.7,19.1,27.6,33.2,26.8,32.4,56.0,54.3,36.3,34.4,74.7,-11.8,,,2022
Illinois Chicago,MVC,32,18,105.7,107.9,0.4411,51.1,51.6,17.5,15.8,30.0,27.9,35.1,31.6,51.1,51.6,34.0,34.4,69.3,-8.0,,,2022
Portland St.,BSky,32,19,100.8,103.1,0.4372,50.5,50.0,18.4,19.6,33.4,30.4,34.3,34.9,51.7,51.6,32.0,31.7,68.5,-9.3,,,2022
Central Connecticut,NEC,32,25,99.3,101.7,0.4301,52.2,47.7,17.2,18.1,26.5,25.3,25.9,18.9,53.7,49.0,32.9,30.6,65.8,-4.6,,,2022
Wyoming,MWC,32,12,103.1,105.7,0.4279,50.3,51.0,19.9,15.8,30.0,27.2,30.4,41.1,49.5,51.7,34.4,33.3,64.8,-10.9,,,2022
Northeastern,CAA,32,17,104.1,106.8,0.4265,51.1,50.3,18.6,18.2,31.4,31.4,28.0,30.3,51.3,49.2,33.7,34.9,67.7,-11.0,,,2022
Norfolk St.  ,MEAC,35,24,106.8,109.7,0.4239,52.2,50.0,18.3,18.6,33.1,34.6,38.4,35.5,54.5,49.4,30.8,33.8,66.5,-5.3,,,2022
Southeast Missouri St.,OVC,33,21,101.7,104.5,0.4233,51.3,47.6,15.4,19.0,24.0,28.7,28.9,42.8,51.1,48.8,34.5,30.0,69.1,-8.6,,,2022
Indiana St.,MVC,32,14,109.2,112.2,0.4228,54.6,54.3,19.5,15.8,26.2,27.0,35.9,38.8,56.6,54.5,35.0,35.9,72.6,-12.0,,,2022
Merrimack,MAAC,33,18,98.7,101.5,0.4191,49.4,46.9,13.8,23.2,20.8,38.6,24.4,29.9,49.3,47.2,33.0,31.0,64.7,-9.8,,,2022
Brown,Ivy,27,14,102.5,105.6,0.4161,51.1,49.3,17.1,15.7,30.1,30.7,28.0,29.1,52.1,49.2,33.1,32.9,66.1,-8.6,,,2022
Abilene Christian,WAC,32,16,98.3,101.3,0.4135,46.7,51.4,20.7,24.0,30.0,31.5,37.2,51.3,47.8,52.6,28.9,32.6,69.4,-10.4,,,2022
Pepperdine,WCC,35,13,106.7,110.0,0.4135,49.6,52.5,16.1,15.3,27.7,30.0,31.6,27.2,48.9,53.3,34.0,34.2,69.3,-12.4,,,2022
Missouri St.,MVC,32,9,102.2,105.4,0.4118,50.9,54.7,20.7,19.1,32.0,28.4,34.3,38.5,49.1,55.0,36.0,36.1,64.0,-16.9,,,2022
Southeastern Louisiana,Slnd,32,18,104.6,108.0,0.4093,49.2,51.4,17.4,18.8,30.9,29.4,34.7,36.5,49.5,51.9,32.4,33.7,67.2,-9.1,,,2022
Youngstown St.,Horz,34,21,102.6,106.0,0.4087,49.8,48.8,17.6,18.0,29.3,31.2,36.4,35.8,52.1,48.1,31.3,33.5,69.5,-8.8,,,2022
Hampton,CAA,33,17,103.6,107.0,0.4076,47.5,52.6,16.0,18.8,34.0,28.7,30.3,43.6,46.9,53.3,32.4,34.2,65.8,-11.5,,,2022
Texas St.,SB,32,16,108.6,112.2,0.407,50.7,49.9,18.1,16.1,35.2,31.5,36.0,41.6,49.3,47.4,36.4,36.1,66.3,-11.4,,,2022
UT Rio Grande Valley,Slnd,31,16,105.6,109.2,0.4031,51.7,51.4,19.2,17.6,30.8,33.9,22.7,29.9,55.4,52.0,31.8,33.4,70.7,-9.7,,,2022
Valparaiso,MVC,34,15,105.9,109.7,0.4024,47.7,53.7,14.0,17.1,26.5,28.5,33.6,35.4,47.3,54.2,32.3,35.2,68.2,-12.5,,,2022
Queens,ASun,35,20,106.7,110.6,0.3974,52.8,52.1,18.2,15.9,31.2,29.3,34.2,30.4,52.9,52.0,35.1,34.9,68.7,-8.7,,,2022
Wright St.,Horz,33,15,109.2,113.4,0.3954,56.3,53.2,17.8,14.2,28.0,27.9,27.0,34.5,55.3,52.2,38.6,36.7,67.6,-13.4,,,2022
Princeton,Ivy,30,19,103.6,107.5,0.3948,51.5,53.4,15.2,17.3,26.2,24.2,24.6,31.7,50.1,53.5,35.3,35.5,66.9,-6.2,,,2022
Northwestern St.,Slnd,32,16,103.0,106.9,0.3934,48.7,49.8,20.2,17.4,33.1,32.6,32.2,33.1,46.5,46.8,35.2,36.2,64.1,-9.2,,,2022
Incarnate Word,Slnd,36,19,107.3,111.4,0.3928,51.5,51.9,17.5,17.4,34.5,31.8,28.8,36.3,50.8,51.1,35.2,35.8,64.8,-11.4,,,2022
Southern,SWAC,32,20,98.9,102.8,0.3919,47.2,49.2,18.5,21.1,34.4,28.5,38.1,42.3,47.4,48.2,31.2,33.8,68.6,-7.0,,,2022
South Florida,Amer,32,13,102.2,106.2,0.3916,49.7,49.7,16.2,18.3,27.7,33.2,34.9,36.7,51.1,49.6,31.6,33.3,68.6,-12.4,,,2022
Idaho St.,BSky,30,15,105.8,110.0,0.3915,47.8,54.1,16.3,17.9,38.3,25.9,34.4,32.7,48.3,53.0,31.2,37.3,66.1,-10.5,,,2022
Quinnipiac,MAAC,33,20,102.0,106.2,0.3869,48.4,49.5,17.9,17.1,33.5,26.0,31.1,28.3,50.7,46.7,29.8,36.1,71.8,-9.2,,,2022
Jacksonville,ASun,33,19,101.0,105.2,0.3848,50.2,51.1,19.5,18.6,35.6,30.5,28.5,35.0,47.5,50.5,36.8,34.7,67.8,-7.6,,,2022
Bucknell,Pat,33,18,103.4,107.8,0.3835,53.8,50.3,18.6,17.0,26.0,28.0,36.7,35.4,54.4,49.0,35.3,34.7,67.8,-10.3,,,2022
La Salle,A10,33,14,103.4,107.7,0.3831,46.1,52.6,15.5,16.7,30.5,29.5,31.4,30.0,44.5,54.5,32.8,33.2,68.9,-11.7,,,2022
Central Michigan,MAC,31,14,105.0,109.5,0.3815,49.8,53.1,17.6,18.2,32.1,29.1,35.8,31.3,51.2,52.5,31.3,35.9,67.5,-11.4,,,2022
Seton Hall,BE,32,7,97.3,101.6,0.3796,44.7,54.6,19.1,22.2,31.2,31.8,32.9,39.6,43.9,54.5,31.2,36.6,64.7,-13.2,,,2022
William & Mary,CAA,32,17,106.8,111.5,0.3784,53.7,53.5,18.1,17.6,26.2,30.2,35.6,35.5,55.8,54.4,34.5,34.8,71.7,-10.6,,,2022
Massachusetts,A10,32,12,101.5,106.4,0.3681,45.1,49.8,16.1,17.5,34.3,31.0,34.0,36.6,46.6,49.7,28.0,33.2,70.6,-13.5,,,2022
SIU Edwardsville  ,OVC,34,22,101.0,105.9,0.3679,48.5,47.6,17.2,17.1,31.3,29.7,33.1,33.1,47.9,46.3,33.1,33.1,66.2,-7.7,,,2022
Fordham,A10,33,12,106.3,111.4,0.3674,48.6,52.8,18.4,16.7,31.5,30.6,32.8,39.2,49.1,52.6,32.0,35.5,69.8,-14.1,,,2022
Hofstra,CAA,33,15,97.9,102.7,0.3653,48.9,45.9,17.6,16.4,25.8,28.6,25.3,38.0,48.1,42.6,33.2,33.9,63.9,-13.4,,,2022
Vermont,AE,33,21,99.9,104.9,0.363,49.0,48.8,17.3,15.7,26.2,25.8,29.8,27.1,49.5,48.3,32.3,33.0,62.8,-8.0,,,2022
Longwood,BSth,32,18,105.1,110.5,0.3597,51.3,55.9,18.0,20.7,32.1,29.6,45.4,38.3,52.3,59.8,32.9,33.7,69.2,-9.7,,,2022
UMKC,Sum,33,13,100.6,105.8,0.359,48.4,51.2,18.6,17.1,32.8,29.7,30.9,35.2,47.5,53.6,33.1,31.8,64.7,-14.7,,,2022
Delaware,CAA,36,16,109.2,114.9,0.3588,55.1,52.2,16.6,15.5,22.4,32.5,30.0,32.9,54.1,51.9,37.7,35.3,70.5,-15.0,,,2022
Campbell,CAA,32,15,101.3,106.5,0.3587,50.0,52.4,15.8,18.8,24.6,27.7,29.7,29.9,51.5,55.8,31.9,31.1,66.1,-12.6,,,2022
UNC Asheville,BSth,32,21,107.1,112.7,0.3582,52.0,53.4,14.8,18.0,29.7,34.1,34.4,40.1,52.4,53.8,34.2,35.2,68.1,-6.4,,,2022
Richmond,A10,32,10,103.5,108.9,0.3581,48.4,52.7,15.4,15.8,19.3,27.7,29.7,37.1,49.7,52.4,31.2,35.4,64.1,-15.0,,,2022
Tennessee St.,OVC,33,17,103.1,108.5,0.3571,51.3,48.8,21.1,17.4,33.8,30.3,41.4,39.3,52.5,48.1,32.6,33.4,70.8,-12.9,,,2022
Elon,CAA,33,17,106.5,112.1,0.3557,50.4,48.0,19.1,13.0,36.1,31.5,38.7,25.1,50.8,46.9,33.2,33.0,65.3,-10.9,,,2022
Maine,AE,34,20,99.2,104.5,0.3536,51.6,50.4,15.5,21.9,21.8,32.3,28.2,29.0,50.6,50.7,35.7,33.3,66.2,-10.2,,,2022
South Dakota,Sum,33,19,108.5,114.4,0.3523,50.1,54.8,12.6,17.3,30.0,35.7,45.4,35.2,51.7,55.4,31.6,35.9,74.8,-8.8,,,2022
Harvard,Ivy,27,12,102.2,107.9,0.3474,50.6,52.2,18.0,17.7,25.0,31.1,24.4,24.6,52.2,53.4,32.0,33.5,65.9,-10.8,,,2022
Northern Kentucky,Horz,33,17,103.2,109.0,0.3467,49.8,52.5,17.3,19.9,31.0,32.5,31.3,29.3,50.0,50.6,33.0,37.0,66.2,-10.9,,,2022
Hawaii,BW,31,15,102.0,108.0,0.3403,50.6,49.5,20.7,13.1,31.0,24.9,39.9,33.7,53.1,48.0,31.0,35.0,66.1,-11.1,,,2022
Iona,MAAC,34,17,99.7,105.6,0.3401,47.5,51.7,20.9,22.8,39.1,30.9,27.9,35.6,47.5,53.9,31.8,32.6,68.5,-13.7,,,2022
UT Arlington,WAC,31,13,106.5,112.8,0.3399,51.7,50.4,19.2,16.4,32.8,32.5,37.0,34.3,50.6,48.5,35.4,36.0,67.8,-12.8,,,2022
Tulsa,Amer,33,13,102.1,108.2,0.3395,49.5,49.7,16.9,14.4,27.2,31.1,34.2,33.6,51.5,50.0,31.2,32.7,66.5,-14.4,,,2022
Georgia St.,SB,33,14,107.5,113.9,0.338,50.4,51.0,16.9,12.9,32.4,31.9,33.8,26.2,49.8,51.8,34.4,33.2,69.4,-13.1,,,2022
Georgia Southern,SB,33,17,103.2,109.6,0.3347,50.6,50.1,19.0,18.4,33.0,33.0,26.5,43.1,49.8,51.2,34.5,32.3,69.8,-11.2,,,2022
Sacred Heart,MAAC,33,15,105.2,111.7,0.334,51.0,51.8,17.7,17.6,31.4,29.9,26.3,27.6,50.3,50.8,34.5,35.4,70.6,-14.6,,,2022
North Dakota,Sum,33,12,107.8,114.5,0.3327,49.7,56.5,16.6,15.0,33.7,28.7,33.6,33.0,50.3,57.1,32.5,37.1,69.2,-15.1,,,2022
Portland,WCC,32,12,106.4,113.6,0.3207,50.1,54.6,18.0,13.2,23.9,29.9,32.2,22.1,49.8,53.3,33.7,37.8,68.5,-12.5,,,2022
American  ,Pat,35,22,101.7,108.7,0.3183,52.0,52.5,16.9,17.7,23.8,27.4,29.0,34.1,51.4,53.5,35.2,33.8,63.8,-8.2,,,2022
Toledo,MAC,33,18,111.2,118.8,0.3182,50.5,56.4,13.7,15.5,29.8,30.9,35.5,26.5,50.6,55.9,33.6,38.2,68.6,-8.8,,,2022
Northern Arizona,BSky,34,18,104.3,111.6,0.3154,50.3,53.7,15.2,15.0,31.9,24.4,28.5,33.8,49.5,52.9,34.4,36.7,66.8,-11.4,,,2022
Idaho,BSky,33,14,107.9,115.4,0.314,51.8,54.0,17.9,15.1,28.9,31.3,33.6,35.7,51.5,55.1,34.7,34.9,66.6,-14.0,,,2022
Presbyterian,BSth,33,14,103.3,110.6,0.313,51.1,52.9,16.2,17.8,29.4,31.1,31.1,38.9,49.7,53.7,36.0,34.3,64.7,-13.8,,,2022
Little Rock,OVC,33,19,98.3,105.3,0.311,49.5,46.7,20.4,21.5,30.4,35.4,29.0,37.9,47.2,46.3,36.6,31.4,67.0,-9.9,,,2022
Jackson St.,SWAC,34,16,100.4,107.6,0.3103,47.7,50.6,19.5,17.4,30.1,30.0,37.5,30.6,47.1,50.3,32.6,34.1,68.7,-10.6,,,2022
UC Davis,BW,32,15,97.2,104.2,0.3103,46.3,50.0,19.7,21.8,27.6,33.6,38.3,39.2,45.1,48.3,32.2,35.2,67.4,-11.4,,,2022
Evansville,MVC,32,11,98.5,105.7,0.3087,48.8,50.2,17.7,16.7,22.6,29.2,31.1,34.6,51.5,49.4,29.9,34.1,67.1,-14.6,,,2022
Houston Christian,Slnd,32,12,100.7,108.2,0.3047,49.1,52.6,18.0,17.9,26.0,32.0,30.5,29.4,49.3,54.5,32.5,32.3,64.8,-14.2,,,2022
Manhattan,MAAC,31,17,108.0,116.0,0.3046,50.8,50.9,16.7,15.0,32.5,32.2,31.8,25.9,50.5,52.6,34.1,32.4,67.9,-9.9,,,2022
Mount St. Mary's  ,MAAC,36,23,100.3,107.7,0.3043,50.9,48.7,21.4,15.6,30.5,27.9,30.5,26.1,50.3,49.4,34.5,31.8,67.8,-8.1,,,2022
East Texas A&M,Slnd,31,5,99.8,107.4,0.3015,49.2,53.8,22.5,19.9,28.1,35.9,28.0,36.5,51.1,52.6,31.4,37.4,67.7,-19.7,,,2022
Monmouth,CAA,33,13,104.1,112.1,0.3003,47.2,50.7,16.2,16.6,29.7,34.8,36.7,36.1,44.2,50.7,35.2,33.8,67.4,-14.4,,,2022
Cal St. Bakersfield,BW,33,14,105.1,113.2,0.2984,48.2,54.3,18.8,18.9,35.6,29.7,34.5,46.9,45.3,54.8,37.2,35.7,66.3,-14.0,,,2022
UMass Lowell,AE,32,17,107.5,115.9,0.2971,54.6,51.6,18.1,14.7,26.1,30.3,31.6,25.2,56.3,50.5,34.2,35.6,68.9,-11.5,,,2022
Charlotte,Amer,33,11,104.5,112.7,0.296,48.3,54.2,15.1,14.6,25.4,29.2,42.7,37.0,49.6,56.4,31.0,33.3,65.0,-16.4,,,2022
Eastern Michigan,MAC,32,16,104.8,113.2,0.2925,52.4,53.7,18.7,17.8,29.6,31.7,33.0,38.5,52.4,51.9,35.0,37.7,67.4,-12.0,,,2022
Fresno St.,MWC,32,6,100.5,108.6,0.2907,46.1,54.0,17.7,18.0,27.0,34.0,36.4,23.5,45.6,56.0,31.3,34.2,71.1,-16.5,,,2022
Alabama St.  ,SWAC,36,20,100.9,109.3,0.285,47.0,50.7,13.1,18.7,28.0,30.8,29.1,38.9,45.6,50.8,32.6,33.7,68.0,-10.1,,,2022
Siena,MAAC,32,14,102.2,110.7,0.2838,49.4,51.7,17.2,18.2,28.8,30.0,37.3,31.4,49.5,51.8,32.8,34.3,67.3,-14.5,,,2022
FIU,CUSA,33,10,96.0,104.1,0.2832,46.1,51.6,19.5,20.6,31.0,29.6,36.0,37.5,47.4,52.6,28.8,33.3,68.8,-17.4,,,2022
Gardner Webb,BSth,31,11,102.4,111.0,0.283,51.9,52.0,20.8,14.8,33.4,30.2,36.2,37.2,53.1,54.2,33.0,32.3,69.4,-14.8,,,2022
Denver,Sum,32,11,100.2,108.7,0.2829,50.3,54.3,18.5,17.6,26.1,29.1,31.6,49.8,50.5,56.2,33.3,34.1,66.7,-15.9,,,2022
Ball St.,MAC,31,14,103.5,112.3,0.2816,51.3,51.6,16.4,14.1,26.4,27.9,44.5,30.7,51.0,54.5,34.6,31.5,66.6,-13.7,,,2022
Bowling Green,MAC,32,14,99.8,108.6,0.275,49.9,52.6,17.5,17.3,25.6,27.4,34.5,29.8,49.6,54.6,33.5,33.2,69.0,-14.2,,,2022
North Florida,ASun,32,15,107.8,117.3,0.2744,53.2,54.1,15.0,14.7,27.9,34.2,24.8,31.1,54.0,54.5,35.0,35.5,72.5,-11.5,,,2022
Colgate,Pat,33,14,104.0,113.3,0.2732,54.2,53.3,16.7,16.3,23.7,26.9,22.6,25.5,54.6,51.5,35.7,37.3,67.3,-14.8,,,2022
Stephen F. Austin,Slnd,31,14,96.1,104.7,0.271,46.7,49.2,22.2,20.2,34.6,33.1,32.3,34.1,48.8,47.8,28.7,34.4,67.6,-11.7,,,2022
Albany,AE,33,17,103.4,112.8,0.2703,49.3,54.9,15.7,19.8,32.3,28.4,29.5,34.7,50.2,55.8,31.7,35.6,67.8,-12.9,,,2022
Western Michigan,MAC,32,12,102.3,111.6,0.2691,47.0,54.5,15.8,16.6,34.4,27.9,31.0,33.2,49.3,55.0,28.2,35.8,68.0,-14.7,,,2022
Mercer,SC,33,14,98.4,107.5,0.2646,48.9,50.8,16.6,16.8,28.8,28.7,29.8,32.8,49.8,49.7,31.8,34.7,71.2,-14.3,,,2022
LIU,NEC,33,17,95.3,104.2,0.2627,47.7,48.0,20.1,19.2,32.3,27.0,27.6,43.5,48.8,48.8,30.3,31.2,65.1,-12.6,,,2022
Pacific,WCC,33,9,100.8,110.4,0.2599,48.1,53.2,19.3,15.4,28.8,28.2,32.8,37.1,50.3,52.9,29.7,35.8,66.8,-15.6,,,2022
Texas Southern,SWAC,32,15,95.7,105.0,0.2548,47.5,47.4,19.8,19.6,30.5,34.7,28.9,36.2,46.2,46.5,33.1,32.6,70.2,-11.9,,,2022
Eastern Washington,BSky,32,10,102.0,112.0,0.253,50.9,54.4,18.7,19.0,26.9,33.6,31.1,39.7,52.5,53.8,32.3,36.9,67.3,-16.4,,,2022
Marist,MAAC,30,20,96.8,106.6,0.2494,49.9,46.9,18.4,16.4,30.6,25.6,22.4,33.2,51.5,44.9,31.4,33.7,64.3,-8.0,,,2022
Tennessee Martin,OVC,33,14,102.2,112.7,0.2445,47.6,52.3,19.5,18.9,34.7,30.8,34.4,33.9,48.5,52.0,31.1,35.0,66.5,-15.4,,,2022
Navy,Pat,34,15,101.3,111.9,0.241,48.0,52.5,16.1,17.8,31.3,27.2,33.8,33.8,46.8,52.6,33.3,34.9,67.2,-16.2,,,2022
Tarleton St.,WAC,32,12,93.1,102.9,0.2409,45.9,52.1,25.1,23.3,28.1,33.9,41.5,48.3,45.0,52.9,32.2,33.9,65.8,-13.3,,,2022
Austin Peay,ASun,33,14,101.9,112.9,0.2365,48.7,53.8,14.8,16.8,25.8,31.2,28.9,36.0,47.1,52.0,34.0,37.9,66.2,-13.5,,,2022
Tennessee Tech,OVC,32,15,101.3,112.3,0.2355,50.7,49.6,17.4,15.2,25.0,32.4,28.8,22.2,49.0,50.6,35.1,31.9,68.1,-13.1,,,2022
Saint Peter's,MAAC,28,12,95.4,105.6,0.2354,44.7,47.3,20.7,17.6,37.0,31.0,34.7,37.6,42.4,47.0,32.2,31.9,64.0,-13.3,,,2022
Old Dominion,SB,35,15,99.7,110.7,0.2303,44.1,51.2,16.9,16.0,36.4,32.0,30.9,35.0,45.0,51.2,28.3,34.1,66.3,-15.2,,,2022
Weber St.,BSky,34,12,100.9,112.1,0.2299,50.2,53.4,16.9,16.5,24.4,30.1,34.7,37.2,51.1,52.2,32.4,36.7,65.7,-17.0,,,2022
Air Force,MWC,32,4,98.7,109.7,0.2289,50.1,54.6,20.8,15.7,22.7,29.0,35.4,35.4,50.5,54.8,33.1,36.3,64.7,-19.3,,,2022
San Diego,WCC,33,6,100.0,111.3,0.2271,45.7,54.0,18.4,18.5,29.9,31.6,30.5,46.1,46.3,51.6,29.7,38.5,71.2,-19.5,,,2022
Bethune Cookman,SWAC,33,17,97.7,108.7,0.2268,48.2,48.8,19.5,16.7,28.8,30.0,35.9,32.4,48.4,49.8,31.9,31.3,69.2,-10.1,,,2022
Lafayette,Pat,33,13,97.8,108.9,0.2262,50.2,50.4,16.6,16.7,24.0,28.0,30.5,26.9,49.7,48.3,34.0,35.8,66.4,-16.8,,,2022
Oral Roberts,Sum,30,7,103.7,115.8,0.2196,50.0,55.0,16.3,13.9,22.6,33.1,35.0,38.2,48.5,56.6,34.4,35.0,67.5,-17.2,,,2022
Columbia,Ivy,27,12,104.4,116.6,0.2195,52.6,56.4,15.4,16.4,25.9,26.7,29.5,25.4,53.9,54.6,33.8,39.2,71.0,-11.3,,,2022
Saint Francis  ,NEC,34,16,100.2,112.0,0.2193,51.8,51.2,19.7,16.2,25.0,29.9,24.0,27.8,52.6,53.3,33.8,32.2,67.4,-12.1,,,2022
Lehigh,Pat,30,11,99.8,111.7,0.215,51.1,50.7,15.6,16.1,21.4,29.1,31.5,33.9,49.1,53.0,36.4,31.2,67.4,-15.2,,,2022
