TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Southeastern Louisiana,Slnd,32,15,97.8,109.9,0.2084,48.4,51.3,20.9,17.3,30.7,30.3,35.0,30.2,46.6,52.2,34.1,33.4,64.8,-11.9,,,2022
Sacramento St.,BSky,34,10,97.9,110.0,0.2072,48.7,54.1,22.8,15.6,34.1,25.8,32.9,32.7,48.7,55.1,32.4,35.0,64.1,-19.2,,,2022
William & Mary,CAA,33,10,100.0,112.6,0.2037,48.3,52.2,16.3,14.4,27.4,29.1,31.9,34.9,48.6,52.5,32.1,34.5,66.0,-18.7,,,2022
Idaho,BSky,32,11,98.5,111.1,0.1998,50.2,53.5,17.5,16.6,22.7,28.6,26.7,37.2,50.2,53.4,33.5,35.8,65.0,-16.8,,,2022
Coastal Carolina,SB,31,9,98.7,111.3,0.1992,49.4,50.1,19.1,12.7,29.3,30.5,32.5,29.5,50.0,50.6,32.1,33.0,69.4,-17.8,,,2022
South Dakota,Sum,32,12,103.5,116.9,0.1978,51.9,53.1,18.3,11.7,27.5,28.6,30.5,27.3,49.6,52.3,37.6,36.2,68.9,-16.5,,,2022
Robert Morris,Horz,32,10,100.0,113.1,0.1959,50.3,53.3,20.0,15.8,33.2,29.5,28.0,36.8,50.0,54.3,33.8,34.3,67.2,-17.2,,,2022
Western Michigan,MAC,32,12,98.3,111.4,0.1916,48.7,50.9,19.7,15.5,33.7,29.6,31.5,31.5,48.4,50.8,32.8,34.1,68.5,-15.2,,,2022
Northern Arizona,BSky,33,14,98.2,111.4,0.1904,49.3,52.9,18.1,16.7,24.1,31.1,31.1,37.4,50.7,55.4,31.2,32.0,68.4,-13.5,,,2022
Alabama St.,SWAC,32,13,92.4,105.0,0.1876,41.0,49.1,16.3,20.0,31.7,29.1,28.5,43.4,40.4,47.6,28.0,34.1,67.2,-13.8,,,2022
Eastern Illinois,OVC,32,14,95.5,108.8,0.1836,44.8,52.0,15.7,19.7,27.5,28.0,27.2,37.5,43.6,51.1,31.8,35.8,66.6,-13.2,,,2022
Charleston Southern,BSth,30,10,93.7,107.1,0.1778,45.2,50.9,18.1,13.4,27.0,29.0,31.2,33.5,44.1,52.3,31.4,31.9,66.9,-14.2,,,2022
Northwestern St.,Slnd,32,9,97.2,111.3,0.1741,47.7,51.9,19.3,18.5,29.8,34.1,36.7,41.4,48.0,53.8,31.3,32.6,67.6,-18.5,,,2022
Eastern Michigan,MAC,31,13,96.5,110.5,0.1738,47.9,52.0,17.0,15.7,27.6,31.2,25.0,31.5,48.7,54.7,30.8,31.9,65.4,-14.1,,,2022
Lafayette,Pat,32,11,93.1,106.9,0.1706,46.9,48.5,17.5,17.4,24.2,29.1,23.9,31.5,47.0,46.6,31.2,34.3,65.4,-17.0,,,2022
Alabama A&M,SWAC,35,12,93.4,107.9,0.1598,45.9,49.1,22.4,19.4,31.8,32.7,47.2,45.2,46.9,46.9,28.7,35.2,70.5,-17.5,,,2022
Southern Indiana,OVC,32,8,96.7,111.7,0.1589,45.6,49.5,19.4,16.6,27.0,28.5,37.6,48.6,44.5,49.3,31.6,33.3,69.2,-19.2,,,2022
Navy,Pat,31,13,95.9,111.1,0.1556,44.0,50.3,15.6,20.5,31.8,30.8,34.8,35.7,43.8,50.9,29.6,32.9,65.5,-15.4,,,2022
NJIT,AE,28,7,97.8,113.7,0.1507,44.6,52.4,16.4,16.6,28.3,32.9,31.2,39.7,44.7,52.3,29.6,35.0,66.5,-16.8,,,2022
Arkansas Pine Bluff,SWAC,31,13,101.6,118.3,0.1471,51.5,52.6,18.0,15.4,22.9,34.0,40.2,32.5,48.4,56.0,36.5,31.4,72.0,-13.2,,,2022
Hampton,CAA,33,9,95.5,111.3,0.1465,46.7,51.6,17.9,15.0,27.9,31.9,29.4,29.9,46.9,52.1,30.9,33.9,69.8,-20.1,,,2022
Dartmouth,Ivy,27,6,93.7,109.6,0.1406,47.6,54.2,19.4,13.4,20.7,24.5,27.8,24.4,48.2,53.2,31.2,37.0,65.1,-16.0,,,2022
UT Rio Grande Valley,WAC,31,6,94.8,111.0,0.1403,45.1,53.1,19.0,18.9,24.3,33.4,41.2,34.4,45.8,54.2,29.0,33.9,71.3,-19.2,,,2022
New Orleans,Slnd,33,10,97.9,114.7,0.1403,45.5,54.4,17.3,19.1,28.4,34.9,39.2,38.7,45.5,54.9,30.2,35.5,71.3,-18.2,,,2022
Fairleigh Dickinson,NEC,32,15,96.0,112.9,0.1332,47.1,52.9,17.2,19.0,27.8,31.2,34.9,32.0,46.7,52.4,31.8,35.7,72.3,-13.8,,,2022
Morgan St.,MEAC,31,11,96.6,113.8,0.1319,47.4,52.0,20.2,18.2,29.5,37.2,31.3,41.4,49.3,51.6,28.2,35.3,70.7,-15.6,,,2022
Manhattan,MAAC,30,7,95.1,112.3,0.1295,47.2,53.1,19.2,16.9,24.8,30.1,22.1,27.3,47.4,52.2,31.3,36.7,68.4,-18.4,,,2022
Central Arkansas,ASun,32,9,96.7,114.2,0.1289,47.5,54.0,18.1,15.4,28.3,31.4,29.3,33.7,45.2,51.9,34.2,37.9,69.2,-19.0,,,2022
East Texas A&M,Slnd,33,13,94.4,112.1,0.1228,46.0,52.4,16.7,18.3,24.3,33.1,30.8,39.2,47.6,52.4,29.4,35.0,66.3,-14.2,,,2022
Florida A&M,SWAC,29,6,92.1,109.9,0.1165,47.5,51.8,21.4,16.3,26.3,31.7,28.0,39.2,46.0,51.1,34.1,35.3,68.2,-16.9,,,2022
LIU,NEC,29,7,93.2,111.2,0.116,46.4,50.8,20.1,15.8,25.5,28.5,31.5,41.1,46.3,53.0,31.0,31.1,70.4,-18.3,,,2022
Cal Poly,BW,32,4,93.9,112.2,0.1148,46.0,51.5,18.6,17.3,24.3,33.6,31.3,41.9,44.1,50.8,33.0,35.6,65.8,-23.4,,,2022
Prairie View A&M,SWAC,31,10,93.6,112.1,0.1112,45.6,53.7,17.7,22.6,26.5,35.2,36.9,46.6,45.6,54.1,30.4,35.2,71.0,-16.0,,,2022
North Carolina A&T,CAA,32,7,95.2,114.1,0.1111,43.9,54.5,13.8,15.9,24.3,34.0,34.0,29.5,44.4,55.5,28.7,35.2,68.0,-19.1,,,2022
Loyola MD,Pat,32,7,93.8,112.4,0.1108,47.2,53.3,20.4,15.6,29.2,26.4,30.0,32.6,46.1,53.3,32.7,35.6,65.8,-20.9,,,2022
Tennessee Tech,OVC,31,10,94.5,113.4,0.1095,49.0,52.5,17.8,15.4,18.9,28.1,31.0,24.6,49.2,52.7,32.3,34.8,65.8,-17.3,,,2022
Buffalo,MAC,31,4,95.2,114.2,0.1094,47.3,53.9,20.0,15.1,28.3,30.6,26.0,28.7,51.6,53.5,27.5,36.5,69.1,-22.2,,,2022
Detroit Mercy,Horz,32,1,96.8,116.2,0.1093,47.3,55.9,19.4,17.3,25.9,35.2,30.3,31.9,50.4,56.1,28.1,37.1,67.2,-24.8,,,2022
Incarnate Word,Slnd,31,8,95.4,114.9,0.1056,48.2,51.8,21.7,15.1,30.0,30.0,37.1,40.7,48.3,50.2,32.0,36.7,70.0,-19.5,,,2022
Army,Pat,32,10,90.7,109.3,0.1053,47.1,50.3,18.9,16.6,27.0,25.5,25.4,31.6,46.5,50.6,31.8,33.2,63.1,-19.5,,,2022
Holy Cross,Pat,33,10,99.5,121.1,0.0949,50.1,53.6,16.5,12.8,23.2,28.1,25.9,30.6,48.7,50.7,35.0,38.7,65.8,-19.3,,,2022
Maryland Eastern Shore,MEAC,29,9,89.3,109.5,0.0879,43.0,50.9,20.0,18.9,28.8,33.7,32.7,37.8,43.3,51.7,28.3,33.0,67.3,-16.4,,,2022
Pacific,WCC,32,6,94.8,116.9,0.0827,46.5,56.3,16.9,16.1,18.8,33.2,37.1,36.4,46.0,58.2,31.5,35.7,68.4,-19.2,,,2022
Southeast Missouri St.,OVC,31,9,90.6,112.0,0.0806,45.1,52.0,17.3,17.2,24.0,29.5,27.0,44.2,45.1,54.0,30.0,31.5,69.3,-18.3,,,2022
Lindenwood,OVC,31,9,91.6,113.6,0.0779,43.3,53.9,17.9,17.7,23.6,28.7,38.3,40.2,43.2,52.5,29.0,37.6,67.5,-18.2,,,2022
Houston Christian,Slnd,29,6,96.8,120.1,0.0771,46.9,54.0,21.0,13.6,29.7,33.7,36.8,28.6,47.9,55.5,29.5,34.0,71.6,-17.3,,,2022
Siena,MAAC,32,4,90.4,112.8,0.0727,44.7,51.8,23.4,14.8,33.2,31.2,30.8,28.0,46.1,51.3,28.0,35.2,66.1,-23.8,,,2022
Stonehill,NEC,31,4,90.9,114.5,0.0656,46.7,52.7,19.5,16.6,22.5,31.0,22.6,29.4,47.9,51.7,30.1,35.9,68.2,-22.0,,,2022
VMI,SC,32,4,87.9,110.8,0.0654,46.0,54.4,21.2,15.1,23.8,30.6,27.6,30.9,46.7,54.5,29.7,36.2,74.8,-22.8,,,2022
IU Indy,Horz,32,6,92.7,117.2,0.0635,46.5,58.2,21.3,18.5,30.0,35.5,33.2,33.4,49.5,59.0,24.7,38.0,67.4,-21.6,,,2022
Saint Francis,NEC,30,8,93.5,118.1,0.0634,47.2,53.0,21.2,17.1,32.9,31.3,32.6,35.4,45.7,52.9,33.2,35.4,65.6,-18.6,,,2022
Coppin St.,MEAC,29,2,85.3,111.3,0.045,42.1,51.3,22.9,21.8,27.0,38.6,31.1,38.3,41.9,51.0,28.3,34.5,66.4,-23.0,,,2022
Mississippi Valley St.,SWAC,31,1,85.9,115.9,0.0311,42.5,55.6,24.0,17.2,27.9,35.7,33.0,41.6,41.9,55.6,29.2,37.0,64.6,-22.7,,,2022
