TEAM,CONF,POSTSEASON,G,W,WIN_PER,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POWER,YEAR,R64,R32,S16,E8,F4,C2,Champions,games_won
Vermont,AE,R64,32,28,0.875,109.7,97.7,0.7922,57.3,47.7,14.9,17.1,24.0,18.6,26.6,22.6,58.9,45.2,36.8,34.4,64.8,-0.8,13,0,2022,1,0,0,0,0,0,0,1
Montana St.,BSky,R64,32,27,0.84375,103.5,101.2,0.5661,54.1,48.6,18.5,18.3,26.7,23.3,40.5,36.2,53.2,48.2,37.2,32.8,66.9,-2.7,14,0,2022,1,0,0,0,0,0,0,1
Cal St. Fullerton,BW,R64,29,21,0.7241379310344828,102.0,102.8,0.4772,49.2,50.8,18.1,20.2,29.0,28.0,35.7,26.1,48.7,48.0,33.5,37.1,66.0,-4.8,15,0,2022,1,0,0,0,0,0,0,1
Georgia St.,SB,R64,25,18,0.72,100.9,98.0,0.583,45.1,49.7,16.9,22.7,32.8,30.7,30.2,32.8,43.1,45.4,32.3,37.9,67.1,-5.0,16,0,2022,1,0,0,0,0,0,0,1
Purdue,B10,R64,32,27,0.84375,119.4,94.4,0.937,52.4,47.0,17.4,15.5,38.6,23.7,37.4,18.7,54.4,47.3,32.8,31.0,63.9,8.2,1,1,2023,1,0,0,0,0,0,0,1
Marquette,BE,R32,32,26,0.8125,118.9,98.3,0.8986,56.4,51.5,15.5,23.1,26.7,31.7,27.1,29.5,59.2,50.3,35.0,35.8,69.1,6.2,2,1,2023,1,1,0,0,0,0,0,2
Kansas St.,B12,E8,32,23,0.71875,111.6,93.7,0.8821,51.5,47.5,20.0,20.7,31.1,29.2,37.0,36.7,51.8,48.8,34.0,30.1,69.9,4.8,3,1,2023,1,1,1,1,0,0,0,4
Tennessee,SEC,S16,33,23,0.696969696969697,112.3,88.2,0.9417,50.3,42.4,18.1,22.2,36.8,26.9,30.9,34.9,51.0,44.6,32.9,26.2,65.5,3.2,4,1,2023,1,1,1,0,0,0,0,3
Duke,ACC,R32,32,24,0.75,112.3,94.6,0.8778,50.9,46.3,18.3,16.8,36.7,26.2,29.9,23.8,51.4,46.5,33.3,30.5,65.1,3.3,5,1,2023,1,1,0,0,0,0,0,2
Kentucky,SEC,R32,31,21,0.6774193548387096,117.0,99.0,0.872,51.3,48.5,17.2,16.7,38.3,25.6,32.5,29.7,50.3,48.0,35.9,32.8,65.8,2.6,6,1,2023,1,1,0,0,0,0,0,2
Michigan St.,B10,S16,31,19,0.6129032258064516,113.0,96.5,0.8598,51.6,48.1,16.4,14.7,27.4,25.2,25.8,28.6,47.7,48.6,39.5,31.5,64.8,2.4,7,1,2023,1,1,1,0,0,0,0,3
Memphis,Amer,R64,31,23,0.7419354838709677,114.4,96.4,0.8777,53.0,47.7,18.7,21.1,31.3,31.7,36.0,35.0,53.5,48.2,34.4,31.4,71.4,3.6,8,0,2023,1,0,0,0,0,0,0,1
Florida Atlantic,CUSA,F4,31,30,0.967741935483871,112.8,97.3,0.8453,55.0,46.2,16.6,18.4,30.3,24.8,29.6,26.9,54.3,44.9,37.3,32.6,68.1,3.9,9,0,2023,1,1,1,1,1,0,0,5
USC,P12,R64,32,22,0.6875,112.6,98.0,0.8314,51.3,45.2,18.1,18.1,29.0,33.0,33.8,29.8,51.1,42.4,34.5,33.4,68.0,2.1,10,1,2023,1,0,0,0,0,0,0,1
Providence,BE,R64,32,21,0.65625,115.7,102.2,0.8066,51.5,50.0,16.9,16.9,35.2,26.7,36.8,25.5,50.9,49.6,35.1,33.9,66.9,1.0,11,1,2023,1,0,0,0,0,0,0,1
Oral Roberts,Sum,R64,30,30,1.0,113.5,101.5,0.7824,56.1,48.5,13.2,17.6,24.5,27.4,24.6,22.0,56.6,46.6,37.0,34.2,70.4,2.0,12,0,2023,1,0,0,0,0,0,0,1
Louisiana Lafayette,SB,R64,30,26,0.8666666666666667,112.5,102.9,0.7352,53.0,50.6,17.5,18.1,33.8,26.4,37.7,33.8,52.2,49.2,36.6,35.9,68.4,-0.3,13,0,2023,1,0,0,0,0,0,0,1
Montana St.,BSky,R64,32,25,0.78125,105.6,98.4,0.6924,50.9,49.4,17.6,20.1,25.7,25.5,44.4,35.5,52.4,48.0,32.0,34.8,66.3,-2.5,14,0,2023,1,0,0,0,0,0,0,1
Vermont,AE,R64,31,22,0.7096774193548387,110.5,103.2,0.6889,55.0,51.0,14.4,16.7,19.5,22.2,28.0,26.5,55.4,50.1,36.4,35.0,64.7,-3.8,15,0,2023,1,0,0,0,0,0,0,1
Fairleigh Dickinson,NEC,R32,32,19,0.59375,105.9,118.5,0.2158,51.5,55.8,16.3,21.4,31.4,28.9,27.9,34.8,51.4,56.1,34.4,36.9,68.7,-12.2,16,0,2023,1,1,0,0,0,0,0,2
Alabama,SEC,S16,32,27,0.84375,117.0,90.0,0.9533,52.7,41.8,18.8,16.1,33.3,27.5,37.3,33.3,54.4,41.8,33.9,27.9,72.9,9.4,1,1,2023,1,1,1,0,0,0,0,3
Arizona,P12,R64,32,26,0.8125,120.8,97.3,0.9235,57.0,47.7,18.3,17.2,31.1,26.3,36.5,26.0,56.9,46.2,38.0,33.4,72.7,6.4,2,1,2023,1,0,0,0,0,0,0,1
Baylor,B12,R32,32,22,0.6875,123.0,100.7,0.9089,53.1,51.4,18.1,19.9,34.7,31.1,37.2,31.4,50.8,53.3,37.2,32.2,66.9,5.7,3,1,2023,1,1,0,0,0,0,0,2
Virginia,ACC,R64,30,24,0.8,110.7,95.1,0.8521,51.6,48.5,13.6,19.7,25.5,25.1,34.8,25.3,50.5,46.7,35.7,34.2,61.3,3.9,4,1,2023,1,0,0,0,0,0,0,1
San Diego St.,MWC,2ND,30,25,0.8333333333333334,113.9,91.7,0.9233,50.9,48.0,17.9,19.7,31.9,25.4,34.0,30.0,50.0,50.3,35.1,29.7,66.1,5.6,5,0,2023,1,1,1,1,1,1,0,6
Creighton,BE,E8,32,21,0.65625,115.4,93.6,0.9172,54.6,47.1,16.6,14.3,25.7,22.7,28.3,19.9,54.9,45.5,36.1,33.9,67.8,2.2,6,1,2023,1,1,1,1,0,0,0,4
Missouri,SEC,R32,32,24,0.75,119.1,105.2,0.8072,55.7,52.2,16.2,24.3,27.2,37.5,30.1,35.7,56.7,51.3,36.3,35.6,69.4,4.2,7,1,2023,1,1,0,0,0,0,0,2
Maryland,B10,R32,32,21,0.65625,113.4,96.3,0.8664,51.5,47.6,16.3,18.5,30.0,27.1,34.1,27.4,52.8,47.4,32.9,32.0,64.8,1.3,8,1,2023,1,1,0,0,0,0,0,2
West Virginia,B12,R64,33,19,0.5757575757575758,117.3,97.5,0.8936,51.7,50.7,18.5,20.9,33.7,29.3,39.7,38.5,51.3,50.5,34.8,34.1,68.6,1.9,9,1,2023,1,0,0,0,0,0,0,1
Utah St.,MWC,R64,31,25,0.8064516129032258,118.1,99.4,0.8786,56.4,48.4,17.4,16.0,27.6,24.8,35.6,29.6,54.2,46.1,39.5,35.1,68.7,3.7,10,0,2023,1,0,0,0,0,0,0,1
North Carolina St.,ACC,R64,33,23,0.696969696969697,114.2,100.1,0.8197,51.8,49.8,13.6,19.1,30.7,26.6,25.3,34.0,51.5,50.6,34.9,32.2,69.3,1.0,11,1,2023,1,0,0,0,0,0,0,1
College of Charleston,CAA,R64,33,31,0.9393939393939394,110.3,98.9,0.7788,51.5,47.9,16.7,19.3,35.1,25.5,32.7,24.7,52.9,49.1,33.3,30.3,71.1,1.8,12,0,2023,1,0,0,0,0,0,0,1
Furman,SC,R32,31,27,0.8709677419354839,113.8,105.0,0.7173,55.6,50.6,15.8,18.4,29.6,27.1,34.7,31.8,59.1,51.2,34.4,33.1,68.4,-1.9,13,0,2023,1,1,0,0,0,0,0,2
UC Santa Barbara,BW,R64,30,25,0.8333333333333334,110.2,105.6,0.6198,54.0,49.6,17.3,18.8,27.3,26.1,33.9,28.5,55.0,48.6,34.3,34.5,64.3,-1.5,14,0,2023,1,0,0,0,0,0,0,1
Princeton,Ivy,S16,25,19,0.76,107.8,102.7,0.6354,52.6,47.8,17.3,14.5,27.8,22.8,31.8,29.4,54.2,47.2,33.6,32.6,67.7,-3.5,15,0,2023,1,1,1,0,0,0,0,3
Texas A&M Corpus Chris,Slnd,R64,29,23,0.7931034482758621,106.1,107.5,0.4626,51.2,52.4,18.0,20.9,32.5,27.9,34.4,38.6,49.0,54.1,36.9,33.3,69.1,-5.9,16,0,2023,1,0,0,0,0,0,0,1
Houston,Amer,S16,32,30,0.9375,118.8,90.2,0.9597,53.2,42.4,15.2,22.4,37.0,27.5,28.1,35.0,53.5,43.1,35.1,27.7,63.3,8.2,1,0,2023,1,1,1,0,0,0,0,3
Texas,B12,E8,32,24,0.75,115.9,93.2,0.9244,53.0,48.1,16.6,22.9,28.1,29.5,31.8,35.6,53.7,47.6,34.5,32.7,69.0,6.9,2,1,2023,1,1,1,1,0,0,0,4
Xavier,BE,S16,32,24,0.75,120.3,100.7,0.8859,56.3,50.9,17.5,16.7,31.4,25.7,31.8,27.3,54.6,49.0,40.0,36.4,70.7,4.8,3,1,2023,1,1,1,0,0,0,0,3
Indiana,B10,R32,31,21,0.6774193548387096,113.5,97.3,0.8544,53.9,47.5,17.3,16.6,28.2,27.6,30.3,30.4,53.0,46.3,37.6,33.0,68.1,3.3,4,1,2023,1,1,0,0,0,0,0,2
Miami FL,ACC,F4,31,25,0.8064516129032258,117.8,102.0,0.8391,55.0,51.0,16.6,18.1,32.3,28.9,30.2,23.4,54.7,51.7,37.0,33.2,68.7,3.9,5,1,2023,1,1,1,1,1,0,0,5
Iowa St.,B12,R64,31,19,0.6129032258064516,110.2,91.4,0.8956,50.9,49.8,19.4,25.1,33.7,26.5,27.9,39.5,51.1,49.0,33.8,33.9,64.1,3.0,6,1,2023,1,0,0,0,0,0,0,1
Texas A&M,SEC,R64,31,23,0.7419354838709677,114.8,94.8,0.8997,49.2,47.4,18.2,21.2,36.3,30.2,46.3,35.4,49.5,46.7,32.5,32.2,66.2,3.2,7,1,2023,1,0,0,0,0,0,0,1
Iowa,B10,R64,32,19,0.59375,120.6,104.7,0.8364,51.9,53.3,14.1,18.5,32.2,27.6,32.6,23.4,52.1,52.6,34.3,36.6,69.5,0.3,8,1,2023,1,0,0,0,0,0,0,1
Auburn,SEC,R32,32,20,0.625,113.0,94.9,0.8821,49.6,45.6,18.1,19.3,33.3,32.0,35.5,39.1,51.0,46.9,31.4,28.8,67.6,1.5,9,1,2023,1,1,0,0,0,0,0,2
Penn St.,B10,R32,32,20,0.625,117.4,102.8,0.822,56.2,49.9,13.5,13.7,18.4,24.9,19.4,25.8,54.1,48.9,38.9,34.4,64.4,0.5,10,1,2023,1,1,0,0,0,0,0,2
Pittsburgh,ACC,R32,33,22,0.6666666666666666,113.9,104.0,0.7402,53.2,49.2,16.4,16.7,30.4,28.2,32.4,30.6,52.7,48.6,36.0,33.4,67.3,-0.5,11,1,2023,1,1,0,0,0,0,0,2
Drake,MVC,R64,33,27,0.8181818181818182,110.7,96.7,0.8245,53.1,47.3,15.5,17.7,24.3,22.4,28.8,26.7,51.9,47.5,36.7,31.2,66.3,-0.1,12,0,2023,1,0,0,0,0,0,0,1
Kent St.,MAC,R64,30,26,0.8666666666666667,106.6,97.0,0.7477,51.1,47.0,16.6,22.8,30.5,30.2,31.6,38.8,52.3,47.2,32.9,31.1,67.9,0.5,13,0,2023,1,0,0,0,0,0,0,1
Kennesaw St.,ASun,R64,31,26,0.8387096774193549,106.4,101.4,0.634,52.9,51.2,17.9,19.6,27.5,25.8,36.5,36.2,51.3,50.5,37.1,34.8,68.5,-1.2,14,0,2023,1,0,0,0,0,0,0,1
Colgate,Pat,R64,33,26,0.7878787878787878,112.5,106.2,0.6602,58.6,51.9,14.9,17.6,24.9,24.1,27.6,20.3,57.1,51.5,40.9,34.9,67.7,-3.5,15,0,2023,1,0,0,0,0,0,0,1
Northern Kentucky,Horz,R64,32,22,0.6875,103.1,102.3,0.5221,49.8,51.3,17.5,23.2,31.3,32.8,27.4,30.8,47.7,48.9,35.2,36.7,61.8,-6.5,16,0,2023,1,0,0,0,0,0,0,1
Kansas,B12,R32,32,26,0.8125,114.1,92.5,0.9176,52.5,47.0,17.1,20.0,28.6,27.8,29.7,31.9,52.7,47.0,34.8,31.2,69.1,10.2,1,1,2023,1,1,0,0,0,0,0,2
UCLA,P12,S16,32,28,0.875,114.2,89.1,0.9454,51.2,47.3,15.6,24.1,34.5,27.4,27.2,27.1,50.8,47.3,34.8,31.6,66.4,8.3,2,1,2023,1,1,1,0,0,0,0,3
Gonzaga,WCC,E8,32,28,0.875,125.1,99.7,0.9314,58.5,51.7,14.6,18.8,31.1,26.0,34.2,26.7,59.0,51.2,38.4,35.0,69.9,7.1,3,0,2023,1,1,1,1,0,0,0,4
Connecticut,BE,Champions,32,25,0.78125,119.5,93.6,0.943,53.6,45.2,19.0,19.5,39.0,26.2,31.6,39.0,53.4,45.6,35.9,29.5,67.2,5.3,4,1,2023,1,1,1,1,1,1,1,7
Saint Mary's,WCC,R32,32,26,0.8125,113.2,90.6,0.9282,52.5,46.7,16.4,19.0,33.1,21.8,31.2,30.3,51.0,45.6,36.7,32.8,62.0,4.0,5,0,2023,1,1,0,0,0,0,0,2
TCU,B12,R32,32,21,0.65625,112.7,94.8,0.8796,50.4,48.0,17.0,22.1,32.4,30.7,34.2,29.6,52.5,49.1,30.2,30.7,69.9,2.9,6,1,2023,1,1,0,0,0,0,0,2
Northwestern,B10,R32,31,21,0.6774193548387096,109.2,93.9,0.8492,47.6,48.4,15.1,21.7,28.3,27.4,29.6,30.8,47.0,46.6,32.3,33.9,64.9,2.0,7,1,2023,1,1,0,0,0,0,0,2
Arkansas,SEC,S16,32,20,0.625,112.6,93.4,0.895,52.2,46.7,18.4,20.3,30.7,27.6,38.9,38.8,53.9,46.8,32.0,30.9,69.6,1.3,8,1,2023,1,1,1,0,0,0,0,3
Illinois,B10,R64,32,20,0.625,109.9,96.1,0.8231,51.6,46.9,18.2,18.6,32.3,26.8,33.8,29.6,55.3,45.3,30.9,33.6,69.6,0.6,9,1,2023,1,0,0,0,0,0,0,1
Boise St.,MWC,R64,31,24,0.7741935483870968,110.8,94.5,0.861,52.2,47.2,16.8,17.6,26.9,23.9,30.4,26.7,50.9,47.7,36.1,31.0,66.4,3.2,10,0,2023,1,0,0,0,0,0,0,1
Arizona St.,P12,R64,33,22,0.6666666666666666,106.7,95.1,0.7905,47.9,45.8,17.0,20.5,29.8,31.7,31.0,33.6,48.2,43.3,31.6,33.1,68.4,1.6,11,1,2023,1,0,0,0,0,0,0,1
VCU,A10,R64,32,25,0.78125,104.9,93.7,0.7858,51.8,47.0,19.9,24.5,28.7,29.6,42.1,30.3,52.2,46.1,33.9,32.5,68.1,0.4,12,0,2023,1,0,0,0,0,0,0,1
Iona,MAAC,R64,32,25,0.78125,110.0,98.3,0.7836,51.8,46.1,15.1,20.7,31.6,30.3,28.4,31.5,50.9,47.2,35.9,29.3,68.9,-1.6,13,0,2023,1,0,0,0,0,0,0,1
Grand Canyon,WAC,R64,30,22,0.7333333333333333,110.4,106.7,0.597,51.9,47.3,18.6,15.4,31.1,30.6,38.0,32.7,50.5,46.9,36.0,32.0,65.0,-4.1,14,0,2023,1,0,0,0,0,0,0,1
UNC Asheville,BSth,R64,32,27,0.84375,102.6,103.1,0.4879,53.9,48.0,20.0,17.9,25.8,28.7,41.3,26.8,51.4,49.1,38.8,30.5,68.3,-1.7,15,0,2023,1,0,0,0,0,0,0,1
Howard,MEAC,R64,29,20,0.6896551724137931,103.5,107.4,0.3955,52.2,51.6,22.6,21.1,33.3,31.7,31.6,34.4,49.8,51.6,37.6,34.4,69.0,-7.3,16,0,2023,1,0,0,0,0,0,0,1
Connecticut,BE,Champions,31,28,0.9032258064516129,127.1,95.0,0.966,56.7,45.1,15.0,16.6,37.4,27.0,33.2,33.4,58.0,43.9,36.6,31.7,64.7,9.3,1,1,2024,1,1,1,1,1,1,1,7
Iowa St.,B12,S16,31,24,0.7741935483870968,113.1,89.5,0.9365,51.8,47.9,16.1,25.9,32.5,29.0,36.0,35.8,51.6,47.5,34.8,32.2,67.9,4.9,2,1,2024,1,1,1,0,0,0,0,3
Illinois,B10,E8,31,23,0.7419354838709677,125.3,101.8,0.9159,53.9,47.7,15.3,12.3,35.7,25.4,36.9,27.0,54.7,46.0,35.0,34.7,69.9,4.2,3,1,2024,1,1,1,1,0,0,0,4
Auburn,SEC,R64,31,24,0.7741935483870968,121.5,94.6,0.9467,54.0,44.0,14.9,18.4,33.6,29.9,38.6,40.7,54.8,43.1,35.1,30.6,70.0,3.9,4,1,2024,1,0,0,0,0,0,0,1
San Diego St.,MWC,S16,29,22,0.7586206896551724,112.5,95.0,0.8739,50.4,47.5,16.2,18.5,31.8,27.8,37.2,31.8,52.2,48.8,31.7,30.5,66.6,2.1,5,0,2024,1,1,1,0,0,0,0,3
BYU,B12,R64,31,22,0.7096774193548387,121.7,100.3,0.9024,55.3,47.9,15.3,16.1,33.5,24.4,24.7,31.9,58.3,48.5,35.0,31.0,69.1,2.7,6,1,2024,1,0,0,0,0,0,0,1
Washington St.,P12,R32,31,23,0.7419354838709677,114.3,99.2,0.8358,52.1,47.2,15.7,15.8,32.6,25.1,32.5,32.8,52.3,46.4,34.5,32.5,65.1,2.0,7,1,2024,1,1,0,0,0,0,0,2
Florida Atlantic,Amer,R64,31,24,0.7741935483870968,118.8,104.6,0.8131,55.1,49.7,15.7,16.7,34.2,29.7,33.5,27.1,55.5,49.8,36.2,33.0,67.8,1.9,8,0,2024,1,0,0,0,0,0,0,1
Northwestern,B10,R32,31,21,0.6774193548387096,118.8,101.2,0.8641,53.4,51.5,13.3,18.8,26.0,28.3,29.8,39.6,50.0,50.4,39.6,35.6,63.8,1.8,9,1,2024,1,1,0,0,0,0,0,2
Drake,MVC,R64,33,28,0.8484848484848485,116.2,101.5,0.825,54.9,51.0,13.9,17.4,24.2,22.1,32.6,31.0,55.1,51.9,36.5,33.0,67.9,1.9,10,0,2024,1,0,0,0,0,0,0,1
Duquesne,A10,R32,30,20,0.6666666666666666,106.9,98.9,0.7107,49.9,48.4,17.6,19.6,29.7,30.9,34.0,34.8,50.0,48.4,33.2,32.3,66.6,-2.8,11,0,2024,1,1,0,0,0,0,0,2
UAB,Amer,R64,30,20,0.6666666666666666,112.5,107.8,0.6187,49.8,51.5,17.3,16.2,35.4,30.8,40.5,31.7,50.2,50.5,32.6,35.4,68.0,-3.0,12,0,2024,1,0,0,0,0,0,0,1
Yale,Ivy,R32,27,20,0.7407407407407407,112.1,102.5,0.7369,52.6,50.1,14.1,16.2,28.4,24.4,27.1,29.4,52.8,48.9,34.7,34.5,65.0,-2.6,13,0,2024,1,1,0,0,0,0,0,2
Morehead St.,OVC,R64,30,26,0.8666666666666667,108.3,104.5,0.6029,54.4,45.7,18.5,15.5,32.0,26.4,31.3,32.7,55.6,45.4,35.3,31.1,64.4,-3.1,14,0,2024,1,0,0,0,0,0,0,1
North Dakota St.,Sum,R64,29,15,0.5172413793103449,104.4,111.9,0.3114,53.3,53.7,16.8,13.2,24.3,24.7,30.3,28.5,51.4,52.8,37.7,36.8,65.8,-11.6,15,0,2024,1,0,0,0,0,0,0,1
Stetson,ASun,R64,31,22,0.7096774193548387,109.6,115.1,0.3642,53.4,52.0,15.8,13.5,27.5,31.2,31.7,25.9,52.5,52.2,36.5,34.5,66.1,-6.6,16,0,2024,1,0,0,0,0,0,0,1
Houston,B12,S16,31,28,0.9032258064516129,121.5,87.8,0.9768,50.1,44.5,13.4,24.8,37.7,29.4,30.7,39.6,48.8,44.0,34.8,30.2,63.7,9.6,1,1,2024,1,1,1,0,0,0,0,3
Marquette,BE,S16,31,23,0.7419354838709677,120.2,96.7,0.9243,55.7,50.1,14.6,21.7,26.7,31.1,25.3,27.3,57.4,48.8,35.6,34.5,69.6,5.5,2,1,2024,1,1,1,0,0,0,0,3
Kentucky,SEC,R64,31,23,0.7419354838709677,124.1,103.2,0.8926,57.3,49.3,14.0,16.3,28.9,30.1,30.2,33.0,54.7,49.8,41.2,32.3,72.5,3.4,3,1,2024,1,0,0,0,0,0,0,1
Duke,ACC,E8,31,24,0.7741935483870968,122.8,98.5,0.9261,55.5,48.9,14.4,17.1,31.8,25.9,34.2,27.4,54.6,49.2,38.1,32.3,66.9,4.0,4,1,2024,1,1,1,1,0,0,0,4
Wisconsin,B10,R64,31,19,0.6129032258064516,119.4,101.2,0.8697,52.1,52.5,14.8,17.0,30.6,23.9,34.8,32.2,52.8,50.6,33.9,37.3,65.1,1.8,5,1,2024,1,0,0,0,0,0,0,1
Texas Tech,B12,R64,31,22,0.7096774193548387,118.5,100.6,0.8685,53.0,49.0,16.1,17.3,30.2,30.6,33.7,27.0,52.0,49.3,36.3,32.3,66.4,2.9,6,1,2024,1,0,0,0,0,0,0,1
Florida,SEC,R64,31,21,0.6774193548387096,120.8,100.9,0.8875,51.7,48.6,16.2,14.7,38.6,29.4,36.6,33.5,52.1,48.8,33.9,32.1,71.3,1.7,7,1,2024,1,0,0,0,0,0,0,1
Nebraska,B10,R64,31,22,0.7096774193548387,115.6,97.3,0.8792,52.9,46.2,16.1,16.6,28.0,30.0,32.2,27.6,52.5,45.1,35.7,31.8,68.5,2.2,8,1,2024,1,0,0,0,0,0,0,1
Texas A&M,SEC,R32,31,18,0.5806451612903226,114.4,100.1,0.8218,45.1,49.5,14.5,16.9,42.0,28.2,37.1,29.9,47.2,49.2,27.8,33.3,65.2,-0.27,9,1,2024,1,1,0,0,0,0,0,2
Colorado,P12,R32,31,22,0.7096774193548387,118.8,100.6,0.8704,55.9,49.8,18.3,15.4,32.9,23.5,35.6,28.3,54.2,50.0,40.0,32.9,68.2,1.2,10,1,2024,1,1,0,0,0,0,0,2
North Carolina St.,ACC,F4,31,17,0.5483870967741935,113.4,103.2,0.7469,50.3,50.6,13.9,17.9,28.8,29.4,30.7,33.9,49.5,49.4,34.6,35.2,68.0,-2.9,11,1,2024,1,1,1,1,1,0,0,5
James Madison,SB,R32,32,30,0.9375,112.4,101.4,0.7664,53.9,46.8,14.8,19.9,32.3,27.2,34.4,34.6,53.9,49.0,35.9,28.6,70.1,1.5,12,0,2024,1,1,0,0,0,0,0,2
Vermont,AE,R64,30,26,0.8666666666666667,106.5,100.3,0.6669,52.3,47.1,13.9,14.6,22.3,22.8,29.6,24.9,53.6,46.3,33.8,32.3,63.5,-1.1,13,0,2024,1,0,0,0,0,0,0,1
Oakland,Horz,R32,32,21,0.65625,109.6,106.1,0.5922,52.4,51.0,16.4,16.5,30.4,28.5,30.3,26.5,52.1,50.4,35.1,34.5,66.8,-4.2,14,0,2024,1,1,0,0,0,0,0,2
Western Kentucky,CUSA,R64,27,19,0.7037037037037037,105.9,104.2,0.5458,51.7,48.7,18.5,18.3,28.8,27.0,32.3,33.6,52.0,48.9,34.0,32.3,75.2,-6.6,15,0,2024,1,0,0,0,0,0,0,1
Longwood,BSth,R64,31,21,0.6774193548387096,105.5,106.1,0.4835,49.4,51.3,18.0,19.6,36.7,25.5,39.5,36.1,48.6,50.9,34.2,34.6,67.0,-8.3,16,0,2024,1,0,0,0,0,0,0,1
Purdue,B10,2ND,31,28,0.9032258064516129,128.1,96.8,0.9615,56.4,47.8,16.3,14.0,37.5,24.4,42.0,23.5,53.5,47.7,41.1,32.0,67.9,10.7,1,1,2024,1,1,1,1,1,1,0,6
Tennessee,SEC,E8,31,24,0.7741935483870968,117.9,92.6,0.9413,52.0,45.1,14.4,18.8,32.3,28.8,34.8,35.5,52.0,43.6,34.6,31.4,69.5,6.2,2,1,2024,1,1,1,1,0,0,0,4
Creighton,BE,S16,31,23,0.7419354838709677,122.0,98.0,0.9253,57.9,46.4,15.3,11.3,26.2,24.7,23.9,16.1,61.0,45.6,36.5,32.4,66.9,4.9,3,1,2024,1,1,1,0,0,0,0,3
Kansas,B12,R32,30,22,0.7333333333333333,116.1,94.4,0.9149,54.0,47.7,16.4,16.9,25.5,26.0,33.4,29.2,55.3,45.6,34.1,33.8,68.9,4.8,4,1,2024,1,1,0,0,0,0,0,2
Gonzaga,WCC,S16,29,24,0.8275862068965517,122.0,99.4,0.9127,56.9,46.8,14.3,16.5,33.9,26.8,31.4,25.6,58.8,44.6,35.2,33.7,69.4,2.5,5,0,2024,1,1,1,0,0,0,0,3
South Carolina,SEC,R64,31,25,0.8064516129032258,115.9,100.1,0.8436,51.3,47.4,15.6,15.0,33.1,28.2,31.1,31.4,51.5,46.2,33.9,33.4,63.1,4.7,6,1,2024,1,0,0,0,0,0,0,1
Texas,B12,R32,31,20,0.6451612903225806,120.0,99.6,0.895,53.9,48.9,16.8,18.7,31.0,30.2,30.1,34.3,53.5,47.3,36.5,34.7,67.2,1.7,7,1,2024,1,1,0,0,0,0,0,2
Utah St.,MWC,R32,29,26,0.896551724137931,115.2,101.0,0.8185,54.6,49.4,16.0,16.6,28.5,25.1,38.7,30.1,57.5,53.2,32.5,28.5,68.7,3.8,8,0,2024,1,1,0,0,0,0,0,2
TCU,B12,R64,31,20,0.6451612903225806,116.9,99.9,0.8589,52.8,50.3,17.6,20.7,35.0,28.8,35.3,35.5,52.1,51.0,36.4,32.5,70.1,0.9,9,1,2024,1,0,0,0,0,0,0,1
Colorado St.,MWC,R64,29,22,0.7586206896551724,114.9,99.2,0.8435,55.1,49.3,14.7,16.9,23.1,27.2,32.9,31.3,57.9,48.1,33.8,34.3,66.1,1.3,10,0,2024,1,0,0,0,0,0,0,1
Oregon,P12,R32,31,20,0.6451612903225806,114.0,101.9,0.7845,52.2,51.9,15.2,17.8,28.6,27.2,32.2,31.2,52.4,51.6,34.7,35.0,67.5,-0.34,11,1,2024,1,1,0,0,0,0,0,2
McNeese St.,Slnd,R64,27,28,1.037037037037037,110.9,101.4,0.7375,54.4,47.5,14.5,23.0,32.1,30.0,39.3,33.3,52.2,45.8,39.2,32.9,65.8,0.8,12,0,2024,1,0,0,0,0,0,0,1
Samford,SC,R64,31,28,0.9032258064516129,113.8,104.1,0.736,57.2,50.1,18.1,21.6,30.5,31.8,35.4,36.7,55.7,49.5,39.6,34.1,72.6,0.23,13,0,2024,1,0,0,0,0,0,0,1
Akron,MAC,R64,29,21,0.7241379310344828,107.9,104.0,0.6025,52.5,49.3,16.9,17.0,29.7,26.4,34.3,30.1,54.9,51.1,32.7,30.8,65.4,-4.7,14,0,2024,1,0,0,0,0,0,0,1
Saint Peter's,MAAC,R64,28,16,0.5714285714285714,98.3,102.1,0.3921,45.1,47.8,19.5,21.2,35.0,28.8,37.2,43.3,42.6,47.3,33.6,32.6,64.6,-8.9,15,0,2024,1,0,0,0,0,0,0,1
Grambling St.,SWAC,R64,28,17,0.6071428571428571,98.5,108.6,0.2454,48.0,50.2,20.8,19.3,28.7,33.5,38.2,34.4,47.5,49.2,32.7,34.8,65.3,-8.1,16,0,2024,1,0,0,0,0,0,0,1
North Carolina,ACC,S16,31,25,0.8064516129032258,118.0,94.3,0.9292,51.4,46.1,14.4,15.1,32.5,24.2,37.3,28.2,50.1,45.7,35.8,31.2,70.6,6.4,1,1,2024,1,1,1,0,0,0,0,3
Arizona,P12,S16,31,24,0.7741935483870968,123.8,96.3,0.9471,55.3,48.9,15.8,17.9,36.6,22.9,36.3,26.3,54.9,47.9,37.4,33.7,72.6,4.9,2,1,2024,1,1,1,0,0,0,0,3
Baylor,B12,R32,30,22,0.7333333333333333,124.2,102.0,0.9058,56.3,51.4,17.5,17.3,34.9,27.8,40.9,31.7,53.7,52.2,40.4,33.4,65.9,4.7,3,1,2024,1,1,0,0,0,0,0,2
